Country,Year,Population,Production (t),production__tonnes__per_capita,Production per capita (kg),Yield (t/ha),Land Use (ha)
Chad,1973,3912914,143,3.65457E-05,0.036545654,1.4742,97
Chad,1974,4000559,135,3.37453E-05,0.033745284,1.5517,87
Chad,1975,4084114,172,4.21144E-05,0.042114396,1.5636,110
Chad,1976,4163056,200,4.80416E-05,0.04804163,1.5385,130
Chad,1977,4238555,200,4.71859E-05,0.04718589,1.5385,130
Chad,1978,4313485,210,4.86845E-05,0.04868453,1.5555999,135
Chad,1979,4402949,220,4.99665E-05,0.04996651,1.5713999,140
Chad,1980,4408239,220,4.99066E-05,0.04990655,1.5713999,140
Chad,1981,4409228,210,4.76274E-05,0.047627385,1.5,140
Chad,1982,4622833,210,4.54267E-05,0.04542669,1.5,140
Chad,1983,4859174,200,4.11593E-05,0.04115926,1.4286,140
Chad,1984,4920557,200,4.06458E-05,0.040645806,1.4286,140
Chad,1985,4967592,200,4.0261E-05,0.040260955,1.4286,140
Chad,1986,5118163,200,3.90765E-05,0.03907652,1.4286,140
Chad,1987,5300856,200,3.77298E-05,0.037729755,1.4286,140
Chad,1988,5483044,200,3.64761E-05,0.03647609,1.4286,140
Chad,1989,5670621,200,3.52695E-05,0.035269506,1.4286,140
Chad,1990,5827070,183,3.14052E-05,0.03140515,1.5,122
Chad,1991,6042433,193,3.19408E-05,0.031940777,1.3403,144
Chad,1992,6302934,193,3.06207E-05,0.03062066,1.3403,144
Chad,1993,6448279,192,2.97754E-05,0.029775387,1.3333,144
Chad,1994,6593004,192,2.91218E-05,0.029121778,1.3333,144
Chad,1995,6888862,191,2.77259E-05,0.027725915,1.3172,145
Chad,1996,7200292,192,2.66656E-05,0.026665586,1.3333,144
Chad,1997,7450883,199,2.67082E-05,0.026708243,1.3629999,146
Chad,1998,7709112,205,2.65919E-05,0.026591908,1.4236,144
Chad,1999,7981888,210,2.63096E-05,0.026309564,1.4483,145
Chad,2000,8259144,184,2.22783E-05,0.022278338,1.2689999,145
Chad,2001,8538806,180,2.10802E-05,0.02108023,1.2414,145
Chad,2002,8838371,180,2.03657E-05,0.020365744,1.2414,145
Chad,2003,9196374,180,1.95729E-05,0.019572932,1.2414,145
Chad,2004,9613509,180,1.87237E-05,0.018723653,1.2414,145
Chad,2005,10005013,184,1.83908E-05,0.018390781,1.2602999,146
Chad,2006,10365620,186,1.79439E-05,0.017943934,1.2567999,148
Chad,2007,10722738,190,1.77194E-05,0.017719354,1.2666999,150
Chad,2008,11098672,187,1.68489E-05,0.016848862,1.2466999,150
Chad,2009,11496138,182,1.58314E-05,0.015831403,1.2297,148
Chad,2010,11894734,183,1.5385E-05,0.01538496,1.2449,147
Chad,2011,12317729,183,1.48566E-05,0.014856635,1.2449,147
Chad,2012,12754912,183,1.43474E-05,0.014347414,1.2449,147
Chad,2013,13216769,182,1.37704E-05,0.013770386,1.2380999,147
Chad,2014,13697128,182,1.32875E-05,0.013287458,1.2380999,147
Chad,2015,14140277,181,1.28003E-05,0.012800315,1.2313,147
Chad,2016,14592587,181,1.24036E-05,0.012403558,1.2313,147
Chad,2017,15085893,181,1.1998E-05,0.011997964,1.2313,147
Chad,2018,15604213,181,1.15994E-05,0.011599432,1.2313,147
Chad,2019,16126868,181,1.12235E-05,0.011223506,1.2313,147
Chad,2020,16644707,180,1.08142E-05,0.010814249,1.2245,147
Chile,1961,8313539,7586,0.000912487,0.91248745,2.2898,3313
Chile,1962,8486124,7370,0.000868477,0.8684766,2.4566998,3000
Chile,1963,8656007,5600,0.00064695,0.6469496,1.9767,2833
Chile,1964,8825044,7090,0.000803395,0.8033954,3.3762,2100
Chile,1965,8994942,5900,0.000655924,0.6559242,3.6262999,1627
Chile,1966,9161650,4930,0.000538113,0.53811265,2.0542,2400
Chile,1967,9326270,7386,0.000791957,0.7919565,3.671,2012
Chile,1968,9491502,9405,0.000990886,0.9908864,3.3035,2847
Chile,1969,9656302,6015,0.000622909,0.6229093,3.1327999,1920
Chile,1970,9820483,8532,0.000868796,0.8687964,2.8288999,3016
Chile,1971,9984377,6406,0.000641602,0.6416024,2.6383998,2428
Chile,1972,10145762,5449,0.000537072,0.53707155,1.8218,2991
Chile,1973,10307850,3778,0.000366517,0.3665168,1.6132,2342
Chile,1974,10472748,5362,0.000511996,0.5119955,2.1388,2507
Chile,1975,10639534,8354,0.000785185,0.7851848,1.8883,4424
Chile,1976,10804876,7673,0.000710142,0.71014237,2.0614998,3722
Chile,1977,10969865,8697,0.000792808,0.7928083,2.2101998,3935
Chile,1978,11137754,9422,0.000845952,0.84595155,2.2014,4280
Chile,1979,11304332,7508,0.00066417,0.66417013,2.5186,2981
Chile,1980,11469825,14412,0.001256514,1.2565143,6.6475997,2168
Chile,1981,11637615,5901,0.000507063,0.50706265,2.6238,2249
Chile,1982,11807411,5655,0.000478937,0.4789365,2.8941,1954
Chile,1983,11976519,5750,0.000480106,0.4801061,3.0964,1857
Chile,1984,12147764,8135,0.000669671,0.6696706,3.2501,2503
Chile,1985,12326395,7770,0.000630355,0.6303546,2.7949998,2780
Chile,1986,12514509,7849,0.000627192,0.627192,2.9844,2630
Chile,1987,12712786,8271,0.000650605,0.65060484,2.9859,2770
Chile,1988,12918395,10425,0.000806989,0.8069888,3.2782998,3180
Chile,1989,13128625,10545,0.000803207,0.80320676,3.0477,3460
Chile,1990,13342876,14412,0.001080127,1.080127,3.217,4480
Chile,1991,13561946,15409,0.001136194,1.1361939,3.2714999,4710
Chile,1992,13782300,16498,0.001197043,1.1970425,3.1485,5240
Chile,1993,13998387,19636,0.001402733,1.402733,3.1448,6244
Chile,1994,14210680,16007,0.001126406,1.1264064,3.0842,5190
Chile,1995,14416799,12159,0.000843391,0.8433911,3.1548998,3854
Chile,1996,14615489,10999,0.000752558,0.75255777,3.4115999,3224
Chile,1997,14809289,11117,0.000750678,0.7506775,3.1762998,3500
Chile,1998,14996745,11679,0.000778769,0.77876897,2.7774,4205
Chile,1999,15176418,11789,0.000776797,0.77679724,2.9778,3959
Chile,2000,15351803,10521,0.000685327,0.6853267,2.9991,3508
Chile,2001,15523973,7382,0.000475523,0.4755226,2.9422,2509
Chile,2002,15693798,6976,0.000444507,0.44450682,3.0730999,2270
Chile,2003,15859114,7713,0.000486345,0.48634494,2.8567,2700
Chile,2004,16017966,9321,0.000581909,0.5819091,3.1383998,2970
Chile,2005,16175315,9850,0.000608953,0.6089526,3.1877,3090
Chile,2006,16334573,8349,0.000511125,0.5111245,3.0140998,2770
Chile,2007,16495543,8341,0.000505652,0.50565175,3.0475,2737
Chile,2008,16661463,6214,0.000372956,0.37295645,3.0914998,2010
Chile,2009,16833450,5626,0.000334216,0.3342155,3.4055998,1652
Chile,2010,17004166,7950,0.000467533,0.4675325,3.1685998,2509
Chile,2011,17173568,7554,0.000439862,0.439862,3.2503998,2324
Chile,2012,17341770,7554,0.000435596,0.43559566,3.2503998,2324
Chile,2013,17509926,7934,0.000453114,0.45311442,3.4213,2319
Chile,2014,17687108,6362,0.000359697,0.359697,3.0809,2065
Chile,2015,17870122,7274,0.000407048,0.40704815,3.2502,2238
Chile,2016,18083880,7561,0.000418107,0.41810717,3.1478,2402
Chile,2017,18368582,4315,0.000234912,0.23491197,2.9882,1444
Chile,2018,18701452,5700,0.000304789,0.30478917,3.1199,1827
Chile,2019,19039484,7362,0.00038667,0.38667014,3.0726,2396
Chile,2020,19300318,6439,0.000333621,0.33362146,2.9334998,2195
China,1961,655260350,380000,0.000579922,0.57992217,1.2257999,310000
China,1962,664614660,420000,0.000631945,0.63194515,1.2353,340000
China,1963,683903550,480000,0.000701853,0.70185337,1.2631999,380000
China,1964,704593800,550000,0.000780592,0.7805916,1.375,400000
China,1965,723846340,600000,0.000828905,0.8289052,1.5008,399800
China,1966,742948540,789200,0.001062254,1.062254,1.6898999,467000
China,1967,761006300,848200,0.001114577,1.1145769,1.6963999,500000
China,1968,780372000,848200,0.001086918,1.0869176,2.1152,401000
China,1969,801431000,775600,0.000967769,0.96776895,1.9439,399000
China,1970,822534460,785000,0.000954367,0.9543673,2.0496,383000
China,1971,843285440,785000,0.000930883,0.93088293,2.0026,392000
China,1972,862840400,840000,0.000973529,0.97352883,1.9905,422000
China,1973,881652100,950000,0.001077523,1.0775225,2.1396,444000
China,1974,899367700,984000,0.001094102,1.094102,2.0892,471000
China,1975,915124700,960000,0.001049037,1.0490374,1.6990999,565000
China,1976,929375940,970000,0.001043711,1.0437111,1.4542999,667000
China,1977,942581300,987000,0.001047125,1.0471245,1.41,700000
China,1978,955138940,1242000,0.001300334,1.3003343,1.5862,783000
China,1979,968298940,941400,0.00097222,0.97222044,1.5062,625000
China,1980,982372500,900000,0.000916149,0.91614947,1.7578,512000
China,1981,997259500,1497000,0.001501114,1.5011138,1.9775,757000
China,1982,1013483200,2179000,0.002150011,2.150011,1.9386,1124000
China,1983,1029226900,1380600,0.001341395,1.3413952,1.8001,766960
China,1984,1044172200,1789000,0.001713319,1.7133189,1.9943999,897000
China,1985,1060240000,2424849,0.002287076,2.2870756,1.8468,1313000
China,1986,1077770500,1707142,0.001583957,1.5839569,1.5185,1124200
China,1987,1096851800,1943000,0.001771433,1.7714334,1.7225,1128000
China,1988,1115889800,2734000,0.002450063,2.4500627,1.7586,1554667
China,1989,1134414700,2830353,0.00249499,2.4949897,1.5741999,1798000
China,1990,1153704200,2627082,0.002277085,2.2770846,1.6495999,1592600
China,1991,1170626200,3031000,0.002589213,2.5892125,1.6795,1804670
China,1992,1183813400,3498561,0.002955332,2.9553315,1.6716,2092900
China,1993,1195855600,3451000,0.0028858,2.8857999,1.652,2089000
China,1994,1207286700,2238000,0.001853744,1.8537437,1.5022999,1489750
China,1995,1218144400,2314000,0.001899611,1.8996106,1.5741,1470000
China,1996,1228298900,3234000,0.00263291,2.6329097,1.7452999,1853000
China,1997,1237801500,4251000,0.003434315,3.4343149,1.8066,2353000
China,1998,1246836100,2364006,0.001896004,1.8960038,1.7368,1361120
China,1999,1255433200,2469000,0.001966652,1.9666518,1.7973,1373700
China,2000,1264099100,2552344,0.002019101,2.0191013,1.7757,1437390
China,2001,1272739600,2349627,0.001846118,1.8461177,1.7542,1339440
China,2002,1280926100,2446527,0.001909967,1.9099674,1.8425,1327800
China,2003,1288873300,2257415,0.001751464,1.7514637,1.7852,1264500
China,2004,1296816800,2406000,0.001855312,1.8553123,1.9010999,1265600
China,2005,1304887600,2683000,0.002056116,2.0561158,1.9682,1363200
China,2006,1313086600,2744000,0.002089733,2.0897328,2.0507998,1338000
China,2007,1321513200,2395480,0.00181268,1.8126796,2.0583,1163800
China,2008,1330167200,2838222,0.002133733,2.1337334,2.1404,1326000
China,2009,1339125600,3066000,0.002289554,2.2895536,2.2042,1391000
China,2010,1348191400,3004000,0.00222817,2.2281704,2.2335,1345000
China,2011,1357095400,3157000,0.002326292,2.3262918,2.1603,1461400
China,2012,1366560800,3406500,0.002492754,2.492754,2.1337,1596540
China,2013,1376100400,3373700,0.002451638,2.451638,2.0788999,1622800
China,2014,1385189600,2995400,0.002162448,2.1624477,2.0472999,1463080
China,2015,1393715500,2677000,0.001920765,1.9207651,2.2364,1197000
China,2016,1401889700,2574000,0.001836093,1.8360931,2.2324,1153000
China,2017,1410276000,2391000,0.001695413,1.6954128,2.2117999,1081000
China,2018,1417069400,2241000,0.001581433,1.5814328,2.2337,1003250
China,2019,1421864100,2611610,0.001836751,1.8367508,2.2575,1156835
China,2020,1424929800,2134000,0.001497618,1.4976177,2.2738,938511
China (FAO),1961,675173000,395854,,,,317704
China (FAO),1962,686277000,436077,,,,347521
China (FAO),1963,698324000,497413,,,,388694
China (FAO),1964,712071000,569379,,,,408688
China (FAO),1965,728010000,616301,,,,407810
China (FAO),1966,746346000,804254,,,,474614
China (FAO),1967,766783000,865935,,,,510004
China (FAO),1968,788658000,868844,,,,412141
China (FAO),1969,811029000,796109,,,,410952
China (FAO),1970,833146000,805800,,,,394053
China (FAO),1971,854876000,801808,,,,400666
China (FAO),1972,876240000,856417,,,,429876
China (FAO),1973,896847000,967883,,,,451826
China (FAO),1974,916273000,1001713,,,,478921
China (FAO),1975,934253000,978109,,,,573594
China (FAO),1976,950601000,996433,,,,677257
China (FAO),1977,965463000,1011695,,,,709992
China (FAO),1978,979364000,1264129,,,,791553
China (FAO),1979,993055000,962876,,,,633516
China (FAO),1980,1007126000,919747,,,,520433
China (FAO),1981,1021606000,1519718,,,,765477
China (FAO),1982,1036453000,2204570,,,,1133330
China (FAO),1983,1052063000,1403322,,,,776061
China (FAO),1984,1068905000,1815491,,,,906075
China (FAO),1985,1087236000,2450207,,,,1322052
China (FAO),1986,1107277000,1731464,,,,1133245
China (FAO),1987,1128752000,1967005,,,,1137070
China (FAO),1988,1150765000,2754206,,,,1563020
China (FAO),1989,1172092000,2848837,,,,1805740
China (FAO),1990,1191815000,2645610,,,,1600200
China (FAO),1991,1209655000,3051686,,,1.684,1812216
China (FAO),1992,1225776000,3514954,,,1.6738,2099972
China (FAO),1993,1240258000,3468428,,,1.6544,2096521
China (FAO),1994,1253340000,2256526,,,1.5078,1496599
China (FAO),1995,1265229000,2326685,,,1.5774,1474988
China (FAO),1996,1275896000,3245230,,,1.7475,1857090
China (FAO),1997,1285339000,4261283,,,1.8079,2357061
China (FAO),1998,1293859000,2373978,,,1.7386999,1365375
China (FAO),1999,1301851000,2478295,,,1.7986,1377869
China (FAO),2000,1309631000,2563854,,,1.7786,1441537
China (FAO),2001,1317322000,2358842,,,1.7555,1343694
China (FAO),2002,1324949000,2454105,,,1.8442999,1330662
China (FAO),2003,1332606000,2262658,,,1.7863,1266696
China (FAO),2004,1340363000,2411490,,,1.9021,1267796
China (FAO),2005,1348270000,2685743,,,1.9685999,1364312
China (FAO),2006,1356377000,2746193,,,2.0511,1338877
China (FAO),2007,1364705000,2397152,,,2.0585,1164503
China (FAO),2008,1373219000,2839947,,,2.1406,1326703
China (FAO),2009,1381857000,3067928,,,2.2044,1391703
China (FAO),2010,1399503000,3005928,,,2.2337,1345703
China (FAO),2011,1407325000,3158737,,,2.1604,1462102
China (FAO),2012,1415164000,3408142,,,2.1338,1597243
China (FAO),2013,1422971000,3375400,,,2.0791,1623481
China (FAO),2014,1430671000,2997050,,,2.0475,1463741
China (FAO),2015,1438193000,2678604,,,2.2366,1197641
China (FAO),2016,1445524000,2575371,,,2.2324,1153631
China (FAO),2017,1452626000,2392335,,,2.2117999,1081624
China (FAO),2018,1459378000,2242083,,,2.2338,1003713
China (FAO),2019,1465634000,2612695,,,2.2575998,1157298
China (FAO),2020,,2135263,,,2.2738,939054
Colombia,1961,16182421,27884,0.001723104,1.7231044,2.0602999,13534
Colombia,1962,16691286,38213,0.002289398,2.289398,2.0147,18967
Colombia,1963,17210954,41771,0.002427001,2.4270008,1.9034,21945
Colombia,1964,17739760,41395,0.002333459,2.3334587,1.9037,21744
Colombia,1965,18275818,40190,0.002199081,2.1990808,1.5791999,25450
Colombia,1966,18811410,44250,0.002352296,2.3522957,1.6388999,27000
Colombia,1967,19343968,42500,0.002197067,2.1970673,1.8477999,23000
Colombia,1968,19872508,43000,0.002163793,2.1637934,1.8455,23300
Colombia,1969,20392264,44500,0.0021822,2.1822,1.8542,24000
Colombia,1970,20905256,42000,0.002009064,2.0090642,1.8501999,22700
Colombia,1971,21405412,39300,0.001835984,1.8359843,1.7087,23000
Colombia,1972,21898060,36100,0.001648548,1.6485478,1.3726,26300
Colombia,1973,22396324,39700,0.001772612,1.7726123,1.5152999,26200
Colombia,1974,22897878,41100,0.001794926,1.7949261,1.6118,25500
Colombia,1975,23403732,57600,0.002461146,2.4611459,1.6890999,34100
Colombia,1976,23913004,68300,0.002856187,2.8561866,1.7926999,38100
Colombia,1977,24443926,57300,0.002344141,2.3441406,1.7364,33000
Colombia,1978,25003606,45900,0.001835735,1.8357352,1.5666,29300
Colombia,1979,25579328,59600,0.002330007,2.3300066,1.9225999,31000
Colombia,1980,26176206,45400,0.0017344,1.7343996,1.5929999,28500
Colombia,1981,26785992,50400,0.001881581,1.8815805,1.6744,30100
Colombia,1982,27405200,48700,0.001777035,1.7770351,1.5761,30900
Colombia,1983,28042326,47800,0.001704566,1.7045662,1.6596999,28800
Colombia,1984,28689038,34599,0.001206001,1.2060007,1.6374999,21129
Colombia,1985,29326256,27237,0.000928758,0.9287582,1.5475999,17600
Colombia,1986,29960106,28574,0.000953735,0.95373497,1.5446999,18498
Colombia,1987,30603052,34870,0.001139429,1.1394288,1.6495,21140
Colombia,1988,31256726,35700,0.001142154,1.1421542,1.6682,21400
Colombia,1989,31923126,33710,0.001055974,1.0559743,1.642,20530
Colombia,1990,32601396,32989,0.001011889,1.0118892,1.6568999,19910
Colombia,1991,33272632,34338,0.001032019,1.0320194,1.5172,22633
Colombia,1992,33939044,27908,0.000822298,0.82229776,1.801,15496
Colombia,1993,34614732,34321,0.000991514,0.9915143,1.7932999,19138
Colombia,1994,35295460,26905,0.000762279,0.7622793,1.8475,14563
Colombia,1995,35970104,26000,0.000722823,0.7228225,1.9146999,13579
Colombia,1996,36632576,30412,0.00083019,0.83019,1.8361,16563
Colombia,1997,37291948,23319,0.000625309,0.62530924,1.712,13621
Colombia,1998,37944416,30235,0.000796823,0.7968234,1.7497,17280
Colombia,1999,38585040,26057,0.000675314,0.6753135,1.8951,13750
Colombia,2000,39215136,27767,0.000708068,0.70806843,1.8899,14692
Colombia,2001,39837876,26158,0.000656611,0.6566113,1.9553,13378
Colombia,2002,40454056,26475,0.000654446,0.65444614,1.9595,13511
Colombia,2003,41057690,34458,0.000839258,0.8392582,2.1361,16131
Colombia,2004,41648270,32486,0.000780008,0.7800083,2.0149999,16122
Colombia,2005,42220944,34940,0.000827551,0.82755135,1.9873999,17581
Colombia,2006,42772910,20557,0.000480608,0.4806079,1.9247999,10680
Colombia,2007,43306590,18109,0.000418158,0.41815804,1.6740999,10817
Colombia,2008,43815316,21176,0.000483301,0.48330132,1.4786999,14321
Colombia,2009,44313916,9953,0.000224602,0.22460213,1.1502,8653
Colombia,2010,44816104,10760,0.000240092,0.24009227,1.054,10209
Colombia,2011,45308896,17838,0.000393698,0.39369753,1.7458999,10217
Colombia,2012,45782420,22267,0.000486366,0.48636572,1.7718999,12567
Colombia,2013,46237930,22604,0.000488863,0.48886274,1.8706,12084
Colombia,2014,46677944,28600,0.000612709,0.6127091,1.8498,15461
Colombia,2015,47119730,10475,0.000222306,0.22230604,1.7293999,6057
Colombia,2016,47625960,10475,0.000219943,0.21994307,1.7293999,6057
Colombia,2017,48351668,16329,0.000337713,0.33771328,1.9569999,8344
Colombia,2018,49276970,10599,0.00021509,0.21509035,1.8347,5777
Colombia,2019,50187404,10437,0.000207961,0.20796055,1.9153999,5449
Colombia,2020,50930656,7454,0.000146356,0.14635586,2.0239,3683
Congo,1961,1083432,560,0.000516876,0.516876,0.4667,1200
Congo,1962,1112347,572,0.000514228,0.514228,0.47669998,1200
Congo,1963,1142606,500,0.000437596,0.43759617,0.5,1000
Congo,1964,1174274,392,0.000333823,0.3338233,0.392,1000
Congo,1965,1207417,439,0.000363586,0.36358606,0.43899998,1000
Congo,1966,1242124,634,0.000510416,0.51041605,0.5072,1250
Congo,1967,1278323,745,0.000582795,0.5827948,0.55189997,1350
Congo,1968,1316130,639,0.000485514,0.48551435,0.4915,1300
Congo,1969,1355712,767,0.000565754,0.56575437,0.51129997,1500
Congo,1970,1396991,840,0.000601292,0.60129235,0.50909996,1650
Congo,1971,1440168,990,0.00068742,0.6874198,0.55,1800
Congo,1972,1485280,972,0.000654422,0.65442204,0.51159996,1900
Congo,1973,1532076,1150,0.000750616,0.7506155,0.575,2000
Congo,1974,1580286,1010,0.000639125,0.63912483,0.505,2000
Congo,1975,1624940,1014,0.000624023,0.624023,0.6724,1508
Congo,1976,1665421,1008,0.000605252,0.60525234,0.48,2100
Congo,1977,1706186,606,0.000355178,0.35517817,0.4798,1263
Congo,1978,1747211,448,0.000256409,0.25640865,0.3446,1300
