Entity,Code,Year,Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Income classifications (World Bank (2017)),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Year
Guinea,GIN,2000,3320,Low income,4250,2019
Guinea,GIN,2001,3399,Low income,4250,2019
Guinea,GIN,2002,3481,Low income,4250,2019
Guinea,GIN,2003,3526,Low income,4250,2019
Guinea,GIN,2004,3584,Low income,4250,2019
Guinea,GIN,2005,3638,Low income,4250,2019
Guinea,GIN,2006,3722,Low income,4250,2019
Guinea,GIN,2007,3787,Low income,4250,2019
Guinea,GIN,2008,3831,Low income,4250,2019
Guinea,GIN,2009,3904,Low income,4250,2019
Guinea,GIN,2010,3979,Low income,4250,2019
Guinea,GIN,2011,4030,Low income,4250,2019
Guinea,GIN,2012,4095,Low income,4250,2019
Guinea,GIN,2013,4153,Low income,4250,2019
Guinea,GIN,2014,4233,Low income,4250,2019
Guinea,GIN,2015,4274,Low income,4250,2019
Guinea,GIN,2016,4284,Low income,4250,2019
Guinea,GIN,2017,4279,,4250,2019
Guinea,GIN,2018,4285,,4250,2019
Guinea,GIN,2019,4250,,4250,2019
Guinea,GIN,1987,,Low income,4250,2019
Guinea,GIN,1988,,Low income,4250,2019
Guinea,GIN,1989,,Low income,4250,2019
Guinea-Bissau,GNB,1990,307,Low income,301,2019
Guinea-Bissau,GNB,1991,295,Low income,301,2019
Guinea-Bissau,GNB,1992,285,Low income,301,2019
Guinea-Bissau,GNB,1993,275,Low income,301,2019
Guinea-Bissau,GNB,1994,266,Low income,301,2019
Guinea-Bissau,GNB,1995,258,Low income,301,2019
Guinea-Bissau,GNB,1996,251,Low income,301,2019
Guinea-Bissau,GNB,1997,244,Low income,301,2019
Guinea-Bissau,GNB,1998,240,Low income,301,2019
Guinea-Bissau,GNB,1999,235,Low income,301,2019
Guinea-Bissau,GNB,2000,230,Low income,301,2019
Guinea-Bissau,GNB,2001,229,Low income,301,2019
Guinea-Bissau,GNB,2002,229,Low income,301,2019
Guinea-Bissau,GNB,2003,229,Low income,301,2019
Guinea-Bissau,GNB,2004,233,Low income,301,2019
Guinea-Bissau,GNB,2005,233,Low income,301,2019
Guinea-Bissau,GNB,2006,234,Low income,301,2019
Guinea-Bissau,GNB,2007,236,Low income,301,2019
Guinea-Bissau,GNB,2008,237,Low income,301,2019
Guinea-Bissau,GNB,2009,240,Low income,301,2019
Guinea-Bissau,GNB,2010,243,Low income,301,2019
Guinea-Bissau,GNB,2011,247,Low income,301,2019
Guinea-Bissau,GNB,2012,252,Low income,301,2019
Guinea-Bissau,GNB,2013,258,Low income,301,2019
Guinea-Bissau,GNB,2014,266,Low income,301,2019
Guinea-Bissau,GNB,2015,272,Low income,301,2019
Guinea-Bissau,GNB,2016,279,Low income,301,2019
Guinea-Bissau,GNB,2017,287,,301,2019
Guinea-Bissau,GNB,2018,293,,301,2019
Guinea-Bissau,GNB,2019,301,,301,2019
Guinea-Bissau,GNB,1987,,Low income,301,2019
Guinea-Bissau,GNB,1988,,Low income,301,2019
Guinea-Bissau,GNB,1989,,Low income,301,2019
Guyana,GUY,1990,441,Low income,423,2019
Guyana,GUY,1991,414,Low income,423,2019
Guyana,GUY,1992,401,Low income,423,2019
Guyana,GUY,1993,413,Low income,423,2019
Guyana,GUY,1994,402,Low income,423,2019
Guyana,GUY,1995,406,Low income,423,2019
Guyana,GUY,1996,408,Low income,423,2019
Guyana,GUY,1997,398,Lower-middle income,423,2019
Guyana,GUY,1998,387,Lower-middle income,423,2019
Guyana,GUY,1999,366,Lower-middle income,423,2019
Guyana,GUY,2000,374,Lower-middle income,423,2019
Guyana,GUY,2001,374,Lower-middle income,423,2019
Guyana,GUY,2002,380,Lower-middle income,423,2019
Guyana,GUY,2003,377,Lower-middle income,423,2019
Guyana,GUY,2004,380,Lower-middle income,423,2019
Guyana,GUY,2005,377,Lower-middle income,423,2019
Guyana,GUY,2006,372,Lower-middle income,423,2019
Guyana,GUY,2007,379,Lower-middle income,423,2019
Guyana,GUY,2008,382,Lower-middle income,423,2019
Guyana,GUY,2009,379,Lower-middle income,423,2019
Guyana,GUY,2010,387,Lower-middle income,423,2019
Guyana,GUY,2011,388,Lower-middle income,423,2019
Guyana,GUY,2012,395,Lower-middle income,423,2019
Guyana,GUY,2013,393,Lower-middle income,423,2019
Guyana,GUY,2014,402,Lower-middle income,423,2019
Guyana,GUY,2015,403,Upper-middle income,423,2019
Guyana,GUY,2016,407,Upper-middle income,423,2019
Guyana,GUY,2017,413,,423,2019
Guyana,GUY,2018,419,,423,2019
Guyana,GUY,2019,423,,423,2019
Guyana,GUY,1987,,Low income,423,2019
Guyana,GUY,1988,,Low income,423,2019
Guyana,GUY,1989,,Low income,423,2019
Haiti,HTI,1990,2743,Low income,3117,2019
Haiti,HTI,1991,2750,Low income,3117,2019
Haiti,HTI,1992,2796,Low income,3117,2019
Haiti,HTI,1993,2845,Low income,3117,2019
Haiti,HTI,1994,2832,Low income,3117,2019
Haiti,HTI,1995,2849,Low income,3117,2019
Haiti,HTI,1996,2805,Low income,3117,2019
Haiti,HTI,1997,2815,Low income,3117,2019
Haiti,HTI,1998,2761,Low income,3117,2019
Haiti,HTI,1999,2780,Low income,3117,2019
Haiti,HTI,2000,2801,Low income,3117,2019
Haiti,HTI,2001,2831,Low income,3117,2019
Haiti,HTI,2002,2837,Low income,3117,2019
Haiti,HTI,2003,2861,Low income,3117,2019
Haiti,HTI,2004,2883,Low income,3117,2019
Haiti,HTI,2005,2901,Low income,3117,2019
Haiti,HTI,2006,2926,Low income,3117,2019
Haiti,HTI,2007,2957,Low income,3117,2019
Haiti,HTI,2008,2974,Low income,3117,2019
Haiti,HTI,2009,2986,Low income,3117,2019
Haiti,HTI,2010,2952,Low income,3117,2019
Haiti,HTI,2011,2952,Low income,3117,2019
Haiti,HTI,2012,2971,Low income,3117,2019
Haiti,HTI,2013,2980,Low income,3117,2019
Haiti,HTI,2014,2991,Low income,3117,2019
Haiti,HTI,2015,3010,Low income,3117,2019
Haiti,HTI,2016,3026,Low income,3117,2019
Haiti,HTI,2017,3045,,3117,2019
Haiti,HTI,2018,3082,,3117,2019
Haiti,HTI,2019,3117,,3117,2019
Haiti,HTI,1987,,Low income,3117,2019
Haiti,HTI,1988,,Low income,3117,2019
Haiti,HTI,1989,,Low income,3117,2019
Honduras,HND,1990,1551,Low income,4226,2019
Honduras,HND,1991,1571,Low income,4226,2019
Honduras,HND,1992,1640,Low income,4226,2019
Honduras,HND,1993,1662,Low income,4226,2019
Honduras,HND,1994,1695,Low income,4226,2019
Honduras,HND,1995,1800,Low income,4226,2019
Honduras,HND,1996,1870,Low income,4226,2019
Honduras,HND,1997,1913,Low income,4226,2019
Honduras,HND,1998,1956,Low income,4226,2019
Honduras,HND,1999,2013,Lower-middle income,4226,2019
Honduras,HND,2000,2076,Lower-middle income,4226,2019
Honduras,HND,2001,2143,Lower-middle income,4226,2019
Honduras,HND,2002,2214,Lower-middle income,4226,2019
Honduras,HND,2003,2286,Lower-middle income,4226,2019
Honduras,HND,2004,2374,Lower-middle income,4226,2019
Honduras,HND,2005,2441,Lower-middle income,4226,2019
Honduras,HND,2006,2516,Lower-middle income,4226,2019
Honduras,HND,2007,2600,Lower-middle income,4226,2019
Honduras,HND,2008,2724,Lower-middle income,4226,2019
Honduras,HND,2009,2882,Lower-middle income,4226,2019
Honduras,HND,2010,3080,Lower-middle income,4226,2019
Honduras,HND,2011,3376,Lower-middle income,4226,2019
Honduras,HND,2012,3803,Lower-middle income,4226,2019
Honduras,HND,2013,3872,Lower-middle income,4226,2019
Honduras,HND,2014,3923,Lower-middle income,4226,2019
Honduras,HND,2015,3967,Lower-middle income,4226,2019
Honduras,HND,2016,4014,Lower-middle income,4226,2019
Honduras,HND,2017,4066,,4226,2019
Honduras,HND,2018,4138,,4226,2019
Honduras,HND,2019,4226,,4226,2019
Honduras,HND,1987,,Lower-middle income,4226,2019
Honduras,HND,1988,,Lower-middle income,4226,2019
Honduras,HND,1989,,Lower-middle income,4226,2019
Hong Kong,HKG,1987,,High income,,
Hong Kong,HKG,1988,,High income,,
Hong Kong,HKG,1989,,High income,,
Hong Kong,HKG,1990,,High income,,
Hong Kong,HKG,1991,,High income,,
Hong Kong,HKG,1992,,High income,,
Hong Kong,HKG,1993,,High income,,
Hong Kong,HKG,1994,,High income,,
Hong Kong,HKG,1995,,High income,,
Hong Kong,HKG,1996,,High income,,
Hong Kong,HKG,1997,,High income,,
Hong Kong,HKG,1998,,High income,,
Hong Kong,HKG,1999,,High income,,
Hong Kong,HKG,2000,,High income,,
Hong Kong,HKG,2001,,High income,,
Hong Kong,HKG,2002,,High income,,
Hong Kong,HKG,2003,,High income,,
Hong Kong,HKG,2004,,High income,,
Hong Kong,HKG,2005,,High income,,
Hong Kong,HKG,2006,,High income,,
Hong Kong,HKG,2007,,High income,,
Hong Kong,HKG,2008,,High income,,
Hong Kong,HKG,2009,,High income,,
Hong Kong,HKG,2010,,High income,,
Hong Kong,HKG,2011,,High income,,
Hong Kong,HKG,2012,,High income,,
Hong Kong,HKG,2013,,High income,,
Hong Kong,HKG,2014,,High income,,
Hong Kong,HKG,2015,,High income,,
Hong Kong,HKG,2016,,High income,,
Hungary,HUN,1990,31299,Upper-middle income,24823,2019
Hungary,HUN,1991,31154,Upper-middle income,24823,2019
Hungary,HUN,1992,32551,Upper-middle income,24823,2019
Hungary,HUN,1993,32822,Upper-middle income,24823,2019
Hungary,HUN,1994,32257,Upper-middle income,24823,2019
Hungary,HUN,1995,31818,Upper-middle income,24823,2019
Hungary,HUN,1996,30265,Upper-middle income,24823,2019
Hungary,HUN,1997,29986,Upper-middle income,24823,2019
Hungary,HUN,1998,30462,Upper-middle income,24823,2019
Hungary,HUN,1999,30547,Upper-middle income,24823,2019
Hungary,HUN,2000,28994,Upper-middle income,24823,2019
Hungary,HUN,2001,28349,Upper-middle income,24823,2019
Hungary,HUN,2002,28513,Upper-middle income,24823,2019
Hungary,HUN,2003,28746,Upper-middle income,24823,2019
Hungary,HUN,2004,28374,Upper-middle income,24823,2019
Hungary,HUN,2005,28867,Upper-middle income,24823,2019
Hungary,HUN,2006,28241,Upper-middle income,24823,2019
Hungary,HUN,2007,28408,High income,24823,2019
Hungary,HUN,2008,27557,High income,24823,2019
Hungary,HUN,2009,27641,High income,24823,2019
Hungary,HUN,2010,27097,High income,24823,2019
Hungary,HUN,2011,26687,High income,24823,2019
Hungary,HUN,2012,26306,Upper-middle income,24823,2019
Hungary,HUN,2013,25419,Upper-middle income,24823,2019
Hungary,HUN,2014,25493,High income,24823,2019
Hungary,HUN,2015,25952,High income,24823,2019
Hungary,HUN,2016,25362,High income,24823,2019
Hungary,HUN,2017,25529,,24823,2019
Hungary,HUN,2018,25654,,24823,2019
Hungary,HUN,2019,24823,,24823,2019
Hungary,HUN,1987,,Upper-middle income,24823,2019
Hungary,HUN,1988,,Upper-middle income,24823,2019
Hungary,HUN,1989,,Upper-middle income,24823,2019
Iceland,ISL,1990,388,High income,345,2019
Iceland,ISL,1991,391,High income,345,2019
Iceland,ISL,1992,392,High income,345,2019
Iceland,ISL,1993,390,High income,345,2019
Iceland,ISL,1994,394,High income,345,2019
Iceland,ISL,1995,399,High income,345,2019
Iceland,ISL,1996,399,High income,345,2019
Iceland,ISL,1997,394,High income,345,2019
Iceland,ISL,1998,389,High income,345,2019
Iceland,ISL,1999,378,High income,345,2019
Iceland,ISL,2000,366,High income,345,2019
Iceland,ISL,2001,365,High income,345,2019
Iceland,ISL,2002,367,High income,345,2019
Iceland,ISL,2003,362,High income,345,2019
Iceland,ISL,2004,358,High income,345,2019
Iceland,ISL,2005,360,High income,345,2019
Iceland,ISL,2006,362,High income,345,2019
Iceland,ISL,2007,362,High income,345,2019
Iceland,ISL,2008,357,High income,345,2019
Iceland,ISL,2009,355,High income,345,2019
Iceland,ISL,2010,352,High income,345,2019
Iceland,ISL,2011,349,High income,345,2019
Iceland,ISL,2012,349,High income,345,2019
Iceland,ISL,2013,344,High income,345,2019
Iceland,ISL,2014,330,High income,345,2019
Iceland,ISL,2015,332,High income,345,2019
Iceland,ISL,2016,334,High income,345,2019
Iceland,ISL,2017,338,,345,2019
Iceland,ISL,2018,341,,345,2019
Iceland,ISL,2019,345,,345,2019
Iceland,ISL,1987,,High income,345,2019
Iceland,ISL,1988,,High income,345,2019
Iceland,ISL,1989,,High income,345,2019
India,IND,1990,637869,Low income,1013282,2019
India,IND,1991,662183,Low income,1013282,2019
India,IND,1992,673847,Low income,1013282,2019
India,IND,1993,680026,Low income,1013282,2019
India,IND,1994,686429,Low income,1013282,2019
India,IND,1995,684775,Low income,1013282,2019
India,IND,1996,708557,Low income,1013282,2019
India,IND,1997,758111,Low income,1013282,2019
India,IND,1998,762687,Low income,1013282,2019
India,IND,1999,743475,Low income,1013282,2019
India,IND,2000,752782,Low income,1013282,2019
India,IND,2001,766418,Low income,1013282,2019
India,IND,2002,770991,Low income,1013282,2019
India,IND,2003,764652,Low income,1013282,2019
India,IND,2004,728560,Low income,1013282,2019
India,IND,2005,750211,Low income,1013282,2019
India,IND,2006,782949,Low income,1013282,2019
India,IND,2007,811799,Lower-middle income,1013282,2019
India,IND,2008,843922,Lower-middle income,1013282,2019
India,IND,2009,834257,Lower-middle income,1013282,2019
India,IND,2010,839321,Lower-middle income,1013282,2019
India,IND,2011,866424,Lower-middle income,1013282,2019
India,IND,2012,897107,Lower-middle income,1013282,2019
India,IND,2013,928342,Lower-middle income,1013282,2019
India,IND,2014,940835,Lower-middle income,1013282,2019
India,IND,2015,950678,Lower-middle income,1013282,2019
India,IND,2016,963334,Lower-middle income,1013282,2019
India,IND,2017,978659,,1013282,2019
India,IND,2018,1003887,,1013282,2019
India,IND,2019,1013282,,1013282,2019
India,IND,1987,,Low income,1013282,2019
India,IND,1988,,Low income,1013282,2019
India,IND,1989,,Low income,1013282,2019
Indonesia,IDN,1990,112799,Low income,246359,2019
Indonesia,IDN,1991,115520,Low income,246359,2019
Indonesia,IDN,1992,118790,Low income,246359,2019
Indonesia,IDN,1993,121629,Lower-middle income,246359,2019
Indonesia,IDN,1994,124157,Lower-middle income,246359,2019
Indonesia,IDN,1995,126394,Lower-middle income,246359,2019
Indonesia,IDN,1996,128874,Lower-middle income,246359,2019
Indonesia,IDN,1997,132411,Lower-middle income,246359,2019
Indonesia,IDN,1998,136660,Low income,246359,2019
Indonesia,IDN,1999,141084,Low income,246359,2019
Indonesia,IDN,2000,145834,Low income,246359,2019
Indonesia,IDN,2001,150300,Low income,246359,2019
Indonesia,IDN,2002,155846,Low income,246359,2019
Indonesia,IDN,2003,161447,Lower-middle income,246359,2019
Indonesia,IDN,2004,167351,Lower-middle income,246359,2019
Indonesia,IDN,2005,173358,Lower-middle income,246359,2019
Indonesia,IDN,2006,179540,Lower-middle income,246359,2019
Indonesia,IDN,2007,186319,Lower-middle income,246359,2019
Indonesia,IDN,2008,192154,Lower-middle income,246359,2019
Indonesia,IDN,2009,197806,Lower-middle income,246359,2019
Indonesia,IDN,2010,202488,Lower-middle income,246359,2019
Indonesia,IDN,2011,207510,Lower-middle income,246359,2019
Indonesia,IDN,2012,212520,Lower-middle income,246359,2019
Indonesia,IDN,2013,217236,Lower-middle income,246359,2019
Indonesia,IDN,2014,221684,Lower-middle income,246359,2019
Indonesia,IDN,2015,227045,Lower-middle income,246359,2019
Indonesia,IDN,2016,232096,Lower-middle income,246359,2019
Indonesia,IDN,2017,236766,,246359,2019
Indonesia,IDN,2018,241623,,246359,2019
Indonesia,IDN,2019,246359,,246359,2019
Indonesia,IDN,1987,,Low income,246359,2019
Indonesia,IDN,1988,,Low income,246359,2019
Indonesia,IDN,1989,,Low income,246359,2019
Iran,IRN,1990,25193,Lower-middle income,39926,2019
Iran,IRN,1991,25422,Lower-middle income,39926,2019
Iran,IRN,1992,25726,Lower-middle income,39926,2019
Iran,IRN,1993,25995,Lower-middle income,39926,2019
Iran,IRN,1994,26326,Lower-middle income,39926,2019
Iran,IRN,1995,26647,Lower-middle income,39926,2019
Iran,IRN,1996,26929,Lower-middle income,39926,2019
Iran,IRN,1997,27236,Lower-middle income,39926,2019
Iran,IRN,1998,27513,Lower-middle income,39926,2019
Iran,IRN,1999,27809,Lower-middle income,39926,2019
Iran,IRN,2000,28201,Lower-middle income,39926,2019
Iran,IRN,2001,28617,Lower-middle income,39926,2019
Iran,IRN,2002,28918,Lower-middle income,39926,2019
Iran,IRN,2003,29181,Lower-middle income,39926,2019
Iran,IRN,2004,29317,Lower-middle income,39926,2019
Iran,IRN,2005,29542,Lower-middle income,39926,2019
Iran,IRN,2006,29855,Lower-middle income,39926,2019
Iran,IRN,2007,29887,Lower-middle income,39926,2019
Iran,IRN,2008,30015,Lower-middle income,39926,2019
Iran,IRN,2009,30341,Upper-middle income,39926,2019
Iran,IRN,2010,30561,Upper-middle income,39926,2019
Iran,IRN,2011,30741,Upper-middle income,39926,2019
Iran,IRN,2012,31397,Upper-middle income,39926,2019
Iran,IRN,2013,32594,Upper-middle income,39926,2019
Iran,IRN,2014,34047,Upper-middle income,39926,2019
Iran,IRN,2015,35660,Upper-middle income,39926,2019
Iran,IRN,2016,36693,Upper-middle income,39926,2019
Iran,IRN,2017,37796,,39926,2019
Iran,IRN,2018,38784,,39926,2019
Iran,IRN,2019,39926,,39926,2019
Iran,IRN,1987,,Upper-middle income,39926,2019
Iran,IRN,1988,,Upper-middle income,39926,2019
Iran,IRN,1989,,Upper-middle income,39926,2019
Iraq,IRQ,1990,12219,Upper-middle income,25199,2019
Iraq,IRQ,1991,12729,Lower-middle income,25199,2019
Iraq,IRQ,1992,13362,Lower-middle income,25199,2019
Iraq,IRQ,1993,13931,Lower-middle income,25199,2019
Iraq,IRQ,1994,14321,Lower-middle income,25199,2019
Iraq,IRQ,1995,14882,Lower-middle income,25199,2019
Iraq,IRQ,1996,15368,Lower-middle income,25199,2019
Iraq,IRQ,1997,15785,Lower-middle income,25199,2019
Iraq,IRQ,1998,16062,Lower-middle income,25199,2019
Iraq,IRQ,1999,16272,Lower-middle income,25199,2019
Iraq,IRQ,2000,16484,Lower-middle income,25199,2019
Iraq,IRQ,2001,16668,Lower-middle income,25199,2019
Iraq,IRQ,2002,16918,Lower-middle income,25199,2019
Iraq,IRQ,2003,17376,Lower-middle income,25199,2019
Iraq,IRQ,2004,17597,Lower-middle income,25199,2019
Iraq,IRQ,2005,17783,Lower-middle income,25199,2019
Iraq,IRQ,2006,17916,Lower-middle income,25199,2019
Iraq,IRQ,2007,18391,Lower-middle income,25199,2019
Iraq,IRQ,2008,18946,Lower-middle income,25199,2019
Iraq,IRQ,2009,19279,Lower-middle income,25199,2019
Iraq,IRQ,2010,19631,Lower-middle income,25199,2019
Iraq,IRQ,2011,20014,Lower-middle income,25199,2019
Iraq,IRQ,2012,20373,Upper-middle income,25199,2019
Iraq,IRQ,2013,20708,Upper-middle income,25199,2019
Iraq,IRQ,2014,21107,Upper-middle income,25199,2019
Iraq,IRQ,2015,21691,Upper-middle income,25199,2019
Iraq,IRQ,2016,22239,Upper-middle income,25199,2019
Iraq,IRQ,2017,22877,,25199,2019
Iraq,IRQ,2018,23942,,25199,2019
Iraq,IRQ,2019,25199,,25199,2019
Iraq,IRQ,1987,,Upper-middle income,25199,2019
Iraq,IRQ,1988,,Upper-middle income,25199,2019
Iraq,IRQ,1989,,Upper-middle income,25199,2019
Ireland,IRL,1990,9034,High income,6184,2019
Ireland,IRL,1991,8930,High income,6184,2019
Ireland,IRL,1992,8880,High income,6184,2019
Ireland,IRL,1993,8904,High income,6184,2019
Ireland,IRL,1994,8729,High income,6184,2019
Ireland,IRL,1995,8778,High income,6184,2019
Ireland,IRL,1996,8594,High income,6184,2019
Ireland,IRL,1997,8453,High income,6184,2019
Ireland,IRL,1998,8320,High income,6184,2019
Ireland,IRL,1999,8233,High income,6184,2019
Ireland,IRL,2000,7904,High income,6184,2019
Ireland,IRL,2001,7478,High income,6184,2019
Ireland,IRL,2002,7223,High income,6184,2019
Ireland,IRL,2003,6960,High income,6184,2019
Ireland,IRL,2004,6767,High income,6184,2019
Ireland,IRL,2005,6521,High income,6184,2019
Ireland,IRL,2006,6420,High income,6184,2019
Ireland,IRL,2007,6287,High income,6184,2019
Ireland,IRL,2008,6193,High income,6184,2019
Ireland,IRL,2009,6171,High income,6184,2019
Ireland,IRL,2010,5911,High income,6184,2019
Ireland,IRL,2011,6034,High income,6184,2019
Ireland,IRL,2012,6026,High income,6184,2019
Ireland,IRL,2013,6004,High income,6184,2019
Ireland,IRL,2014,5953,High income,6184,2019
Ireland,IRL,2015,5966,High income,6184,2019
Ireland,IRL,2016,5958,High income,6184,2019
Ireland,IRL,2017,6016,,6184,2019
Ireland,IRL,2018,6098,,6184,2019
Ireland,IRL,2019,6184,,6184,2019
Ireland,IRL,1987,,High income,6184,2019
Ireland,IRL,1988,,High income,6184,2019
Ireland,IRL,1989,,High income,6184,2019
Isle of Man,IMN,1987,,High income,,
Isle of Man,IMN,1988,,High income,,
Isle of Man,IMN,1989,,High income,,
Isle of Man,IMN,1990,,Upper-middle income,,
Isle of Man,IMN,1991,,Upper-middle income,,
Isle of Man,IMN,1992,,Upper-middle income,,
Isle of Man,IMN,1993,,Upper-middle income,,
Isle of Man,IMN,1994,,Upper-middle income,,
Isle of Man,IMN,1995,,Upper-middle income,,
Isle of Man,IMN,1996,,Upper-middle income,,
Isle of Man,IMN,1997,,Upper-middle income,,
Isle of Man,IMN,1998,,Upper-middle income,,
Isle of Man,IMN,1999,,Upper-middle income,,
Isle of Man,IMN,2000,,Upper-middle income,,
Isle of Man,IMN,2001,,Upper-middle income,,
Isle of Man,IMN,2002,,High income,,
Isle of Man,IMN,2003,,High income,,
Isle of Man,IMN,2004,,High income,,
Isle of Man,IMN,2005,,High income,,
Isle of Man,IMN,2006,,High income,,
Isle of Man,IMN,2007,,High income,,
